RefrigerantMassFlow_kg_s,WaterInletTemp_C,EvaporatorCapacity_kW,WaterTempDrop_K,RefrigerantDeltaP_Pa
0.0225,10,7.03493548334537,2.34170225541305,43.4329938278534
0.045,10,10.6318465789712,3.39749685743681,96.5990088654216
0.0675,10,11.1940042829947,3.53454275545016,153.763401911012
0.0225,12,7.0919450546287,2.43931886334042,57.240138669149
0.045,12,14.0648462859894,4.8277165359666,126.332916108076
0.0675,12,15.5451713549459,5.25520751696121,195.640462447773
0.0225,14,7.14556104124903,2.52505001067891,66.7434077197686
0.045,14,14.316682862471,4.99406191681408,167.75910873292
0.0675,14,20.2393807601574,7.02322443163217,236.952065727441
