Design_RefrigerantMassFlow_kg_s,Design_TargetCondenserCapacity_kW,Design_CondensingPressure_Pa,Design_CondSatTemp_C,Design_CompressorOutletTemp_C,Design_CondenserOutletTemp_C,Design_WaterInletTemp_C,Design_WaterOutletTemp_C,Design_WaterTempRise_K,Design_WaterCp_J_kgK,Design_CopperDensity_kg_m3,Design_FoulingFactor_2P,Design_FoulingFactor_TL,TwoPhase_TubeOuterDiameter_m,TwoPhase_TubeInnerDiameter_m,TwoPhase_TubeLength_m,TwoPhase_NumParallelTubes,TL_NumTubes,TL_HydraulicDiameter_m,TL_MassFlow_kg_s,TL_InletTemp_C,Result_CondenserCapacity_kW,Result_WaterTempRise_K,Result_RefrigerantDeltaP_Pa,Result_CostFunction_J
0.045,16.288,2790000,45,66.85,41.85,30,35,5,4180,8960,0,0,0.01,0.008,9.5,22,13,0.01,0.77933014354067,30,-13.0736926451173,4.2637272124478,60.3726140148938,31.5374129326482
